subject,experiment,task,condition,item,recall,original_description,semantic_similarity
138,exp01,recall,Active,piggybank,,"This item is full until you break it, then it becomes empty.",-0.007812543
138,exp01,recall,Active,mailbox,,This item can receive mail from anywhere instantaneously.,-0.036302514
138,exp01,recall,Active,pear,,This item grants invisibility to anyone who bites it.,-0.044156708
138,exp01,recall,Active,rubikscube,will go back if you play,This item scrambles itself if you try to solve it.,0.14834362
138,exp01,recall,Active,racquet,,"This item swings on its own, without human intervention.",-0.047514938
138,exp01,recall,Active,mortarpestle,,This item crushes anything with a single tap.,-0.015745107
138,exp01,recall,Active,frame,,This item can only be used for black and white photographs.,-0.02587659
138,exp01,recall,Active,starfish,,"This item can be used to wish for anything, but only once.",-0.024965342
138,exp01,recall,Active,cactus,,This item can contains tea within its arms.,-0.04595695
138,exp01,recall,Active,microscope,,This item physically enlarges any object it focuses on.,-0.055728495
138,exp01,recall,Active,gramophone,,This item can plays music backwards.,-0.042925384
138,exp01,recall,Active,dogbowl,,This item fills up by itself.,-0.030405285
138,exp01,recall,Active,straightener,,This item gets colder the longer its left on.,0.007119
138,exp01,recall,Active,feather,,This item can be used to tickle any animal.,-0.07342144
138,exp01,recall,Active,skates,,This item can skate on any surface except ice.,-0.04531532
138,exp01,recall,Active,iron,,This item can wrinkle any fabric.,-0.06035762
138,exp01,recall,Active,walkietalkie,,This item has an unlimited range.,-0.011129776
138,exp01,recall,Active,pen,invisible ink,This item can only write in invisible ink.,0.66435707
138,exp01,recall,Active,donut,,This item dissapears if you try to eat it.,-0.004117373
138,exp01,recall,Active,applecore,,"This item grows into any tree desired, if tossed.",-0.0684176
138,exp01,recall,Active,shoppingcart,,This item can move without being pushed.,-0.061893344
138,exp01,recall,Active,paperairplane,,This item can fly to anywhere if you toss it.,-0.029508036
138,exp01,recall,Active,doghouse,,This item adapts to fit the size of any dog that sits in it.,-0.036802266
139,exp01,recall,Active,trumpet,can only play one note\n,This item can only play one note.,0.56809497
139,exp01,recall,Active,paperairplane,,This item can fly to anywhere if you toss it.,-0.029508036
139,exp01,recall,Active,toiletpaper,can not be torn ,This item cannot be torn.,0.57586503
139,exp01,recall,Active,bikepump,can only be used to deflate balls ,This item is can only be used to deflate tires.,0.669986
139,exp01,recall,Active,straightener,,This item gets colder the longer its left on.,0.007119
139,exp01,recall,Active,dogbowl,can never spill?,This item fills up by itself.,0.15077467
139,exp01,recall,Active,pen,can write in invisible ink ,This item can only write in invisible ink.,0.8483613
139,exp01,recall,Active,doghouse,can fit any sized dog ,This item adapts to fit the size of any dog that sits in it.,0.6316649
139,exp01,recall,Active,applecore,,"This item grows into any tree desired, if tossed.",-0.0684176
139,exp01,recall,Active,laptop,can only work without the internet ,This item works only in areas without internet connection.,0.51449144
139,exp01,recall,Active,broom,,This item collects more dust the more you sweep with it.,0.002540545
139,exp01,recall,Active,gumballmachine,something about healing your jaw? ,This item dispenses candy that heals your jaw.,0.6435044
139,exp01,recall,Active,donut,,This item dissapears if you try to eat it.,-0.004117373
139,exp01,recall,Active,skates,can skate on anything but ice ,This item can skate on any surface except ice.,0.78222626
139,exp01,recall,Active,bowlingball,can be any weight ,This item weighs whatever weight you choose it to weigh.,0.46160495
139,exp01,recall,Active,purse,,This item can only hold one item.,0.011646021
139,exp01,recall,Active,remote,,This item can control any device that is not in the same room.,-0.021427525
139,exp01,recall,Active,camcorder,,This item has unlimited memory capacity.,-0.05969113
139,exp01,recall,Active,alarmclock,rings after you wake up \n,This item only goes off after you wake up.,0.39295542
139,exp01,recall,Active,microscope,make any plant grow ,This item physically enlarges any object it focuses on.,0.023703277
139,exp01,recall,Active,blender,un blend ,This item can be used to un-blend any slurry.,0.026482958
139,exp01,recall,Active,racquet,hit something ,"This item swings on its own, without human intervention.",0.024461005
139,exp01,recall,Active,pear,,This item grants invisibility to anyone who bites it.,-0.04415672
139,exp01,recall,Active,pretzel,unwind itself ,This item unknots and ties itself back together.,0.066327274
139,exp01,recall,Active,piggybank,it's full until it is broken and then it is empty ,"This item is full until you break it, then it becomes empty.",0.7316313
139,exp01,recall,Active,jug,no matter how much water you pour out of it it is always full ,"This item never empties, no matter how much you pour out of it.",0.632475
139,exp01,recall,Active,milkshake,it can make anything taste like what you want it to taste like ,This item tastes like anything you wish for it to taste like.,0.8321674
139,exp01,recall,Active,shoppingcart,,This item can move without being pushed.,-0.061893344
139,exp01,recall,Active,fishbowl,it can never be knocked over ,"This item cannot spill water, no matter how much you shake it.",0.2607874
139,exp01,recall,Active,iron,it wrinkles clothes ,This item can wrinkle any fabric.,0.47338653
139,exp01,recall,Active,seashell,can hear anything from outside the room ,This item can be used to hear city streets.,0.13788478
139,exp01,recall,Active,ladle,can scoop any amount of water \n,This item cannot hold any liquid.,0.29902166
139,exp01,recall,Active,wateringcan,,This item soaks up water from plants.,-0.003618232
139,exp01,recall,Active,hairclip,can grip anything besides air ,This item can grasp everything except hair.,0.34137216
139,exp01,recall,Active,starfish,can make one wish come true ,"This item can be used to wish for anything, but only once.",0.5286932
139,exp01,recall,Active,gramophone,,This item can plays music backwards.,-0.042925384
139,exp01,recall,Active,rubikscube,can scramble and unscramble itself ,This item scrambles itself if you try to solve it.,0.20830125
139,exp01,recall,Active,tapemeasure,,This item can measure an unlimited length.,-0.059500217
139,exp01,recall,Active,cactus,tea comes out of its branches ,This item can contains tea within its arms.,0.4471904
139,exp01,recall,Active,mailbox,gets mail instantly ,This item can receive mail from anywhere instantaneously.,0.55360746
139,exp01,recall,Active,hanger,picks your outfit for you ,This item instantly appears with the outfit of your choice.,0.47351354
139,exp01,recall,Active,mortarpestle,can crush anything ,This item crushes anything with a single tap.,0.41417637
139,exp01,recall,Active,landline,,"This item can reach any number, but cannot be answered.",0.028453365
140,exp01,recall,Active,cereal,I don't remember,This item makes you fall asleep if eaten.,-0.015465753
140,exp01,recall,Active,toiletpaper,I do not remember,This item cannot be torn.,0.02811309
140,exp01,recall,Active,broom,This item collects more dust the more it is used,This item collects more dust the more you sweep with it.,0.8088825
140,exp01,recall,Active,piggybank,"This item is full until it is broken, then it is empty","This item is full until you break it, then it becomes empty.",0.8243662
140,exp01,recall,Active,alarmclock,Only sounds an alarm after you wake up,This item only goes off after you wake up.,0.60971624
140,exp01,recall,Active,straightener,I do not remember,This item gets colder the longer its left on.,0.018814765
140,exp01,recall,Active,jug,This item is never empt no matter how much you pour out of it,"This item never empties, no matter how much you pour out of it.",0.84328353
140,exp01,recall,Active,seashell,This item allows you to hear the streets ,This item can be used to hear city streets.,0.7728319
140,exp01,recall,Active,milkshake,I do not remember,This item tastes like anything you wish for it to taste like.,-0.022560325
140,exp01,recall,Active,bikepump,This item can empty the air out of anything,This item is can only be used to deflate tires.,0.47542274
140,exp01,recall,Active,landline,This item can reach any number but can never be answered,"This item can reach any number, but cannot be answered.",0.93290937
140,exp01,recall,Active,tapemeasure,This item can measure an unlimited length,This item can measure an unlimited length.,1.0000001
140,exp01,recall,Active,mortarpestle,This item can crush any food with one tap,This item crushes anything with a single tap.,0.6815253
140,exp01,recall,Active,pen,This item can write in invisible ink,This item can only write in invisible ink.,0.95568526
140,exp01,recall,Active,mailbox,I do not remember,This item can receive mail from anywhere instantaneously.,-0.11225489
140,exp01,recall,Active,iron,This item can wrinkly any clothing,This item can wrinkle any fabric.,0.7659027
140,exp01,recall,Active,hanger,This item always appears with your desired clothing,This item instantly appears with the outfit of your choice.,0.6931962
140,exp01,recall,Active,trumpet,This item can only play one note,This item can only play one note.,1.0000001
140,exp01,recall,Active,ladle,I do not remember,This item cannot hold any liquid.,0.009316051
140,exp01,recall,Active,pear,This item can make you float,This item grants invisibility to anyone who bites it.,0.28011233
140,exp01,recall,Active,feather,I do not remember,This item can be used to tickle any animal.,-0.048100583
